Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
798,20,57.0,7677,5,5,1953,1953,0.0,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1953.0,1,240,0,0,0,0,0,0,0,4,2008,110000
801,60,79.0,12798,6,5,1997,1997,0.0,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,1997.0,2,603,403,114,185,0,0,0,400,5,2008,200000
805,20,75.0,9000,5,5,1954,1954,0.0,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1954.0,1,286,0,0,0,0,0,0,0,6,2006,118000
806,20,91.0,12274,7,5,2008,2008,256.0,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2008.0,2,554,0,60,0,0,0,0,0,7,2008,227680
816,20,48.0,12137,7,5,1998,1998,442.0,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,1998.0,2,598,0,34,0,0,0,0,0,5,2010,224900
822,20,60.0,6000,4,4,1953,1953,0.0,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,1974.0,2,576,0,32,112,0,0,0,0,2,2009,93000
832,160,30.0,3180,7,5,2005,2005,0.0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2005.0,2,480,0,166,0,0,0,0,0,6,2006,151000
836,20,60.0,9600,4,7,1950,1995,0.0,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,1996.0,2,436,290,0,0,0,0,0,0,2,2010,128000
841,70,,12155,6,8,1925,1950,0.0,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1934.0,1,400,0,0,254,0,0,0,0,3,2008,140000
855,20,102.0,17920,5,4,1955,1974,0.0,306,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,1955.0,2,454,0,418,0,0,312,0,0,7,2006,170000
857,80,,10970,6,6,1978,1978,0.0,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,1981.0,2,576,0,0,34,0,0,0,0,10,2008,147000
861,50,55.0,7642,7,8,1918,1998,0.0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925.0,1,216,0,240,0,0,0,0,0,6,2007,189950
864,20,70.0,7931,5,5,1959,1959,0.0,1148,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1959.0,1,672,0,0,0,0,0,0,0,7,2009,132500
871,20,60.0,6600,5,5,1962,1962,0.0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1962.0,1,308,0,0,0,0,0,0,0,8,2009,109500
872,60,70.0,8750,6,5,1998,1998,116.0,505,0,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,1998.0,2,523,0,77,0,0,0,0,0,6,2010,200500
878,60,74.0,8834,9,5,2004,2005,216.0,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,2004.0,3,738,184,0,0,0,0,0,0,6,2009,350000
879,85,88.0,11782,5,7,1961,1995,0.0,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,1987.0,2,576,192,0,0,0,0,0,400,6,2010,148000
881,20,60.0,7024,5,5,2005,2006,0.0,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2005.0,2,450,0,49,0,0,0,0,0,6,2007,157000
884,75,60.0,6204,4,5,1912,1950,0.0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1997.0,1,440,0,188,0,0,0,0,0,3,2006,118500
892,60,70.0,11184,6,5,1978,1978,92.0,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,1978.0,2,440,243,0,0,0,0,0,0,7,2009,172500
897,30,50.0,8765,4,6,1936,1950,0.0,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1936.0,1,327,0,28,0,0,0,0,0,4,2006,106500
898,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,1979.0,2,528,154,0,0,0,0,0,0,6,2009,142953
914,90,82.0,6270,5,6,1949,1950,0.0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,1949.0,3,871,0,0,0,0,0,0,0,8,2007,145000
929,20,,11838,8,5,2001,2001,0.0,0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2001.0,2,522,202,151,0,0,0,0,0,6,2009,236500
930,60,,13006,7,5,1997,1997,285.0,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,1997.0,2,642,0,0,0,0,0,0,0,11,2006,222000
952,20,60.0,7800,5,5,1965,1965,0.0,641,0,187,828,965,0,0,965,1,0,1,0,3,1,6,0,1979.0,1,300,421,0,0,0,0,0,0,7,2006,119900
955,90,35.0,9400,6,5,1975,1975,250.0,945,0,0,945,980,0,0,980,0,2,2,0,4,0,4,0,,0,0,0,0,0,0,0,0,0,10,2006,127500
956,90,82.0,7136,6,6,1946,1950,423.0,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,1946.0,2,492,0,0,0,0,0,0,0,8,2007,145000
957,160,24.0,1300,6,6,1980,1980,0.0,285,0,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,1980.0,2,462,150,0,0,0,0,0,0,5,2009,124000
958,20,70.0,7420,5,5,1962,1962,0.0,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,1977.0,2,576,0,0,0,0,0,0,0,4,2007,132000
960,160,24.0,2572,7,5,1999,1999,0.0,604,0,92,696,696,720,0,1416,1,0,2,1,3,1,6,0,1999.0,2,484,0,44,0,0,0,0,0,5,2010,155000
961,20,50.0,7207,5,7,1958,2008,0.0,696,0,162,858,858,0,0,858,1,0,1,0,2,1,4,0,,0,0,117,0,0,0,0,0,0,2,2010,116500
973,120,55.0,7892,6,5,1979,1979,0.0,0,0,918,918,918,0,0,918,0,0,2,0,2,1,5,1,1979.0,1,264,28,0,0,0,0,0,0,4,2010,99500
976,160,,2651,7,5,2000,2000,0.0,641,0,32,673,673,709,0,1382,1,0,2,1,3,1,6,0,2000.0,2,490,153,50,0,0,0,0,0,4,2006,165000
982,60,98.0,12203,8,5,1998,1999,975.0,854,0,371,1225,1276,1336,0,2612,1,0,2,1,4,1,8,1,1998.0,3,676,250,0,0,0,0,0,0,7,2009,336000
996,50,51.0,4712,4,7,1946,1950,0.0,384,0,363,747,774,456,0,1230,1,0,1,1,3,1,5,0,1946.0,1,305,0,57,0,0,63,0,0,8,2006,121600
1013,70,55.0,10592,6,7,1923,1996,0.0,0,0,602,602,900,602,0,1502,0,0,1,1,3,1,7,2,1923.0,1,180,96,0,112,0,53,0,0,8,2007,165000
1015,20,60.0,11664,6,5,1948,1950,206.0,336,0,746,1082,1082,0,0,1082,0,0,1,0,2,1,5,1,1948.0,1,240,0,130,0,0,0,0,0,11,2007,119200
1017,20,73.0,11883,7,5,1996,1996,196.0,690,0,814,1504,1504,0,0,1504,1,0,2,0,3,1,6,1,1996.0,2,478,115,66,0,0,0,0,0,6,2009,203000
1018,120,,5814,8,5,1984,1984,0.0,1036,0,184,1220,1360,0,0,1360,1,0,1,0,1,1,4,1,1984.0,2,565,63,0,0,0,0,0,0,8,2009,187500
1020,120,43.0,3013,7,5,2005,2005,145.0,16,0,1346,1362,1506,0,0,1506,0,0,2,0,2,1,6,1,2005.0,2,440,142,20,0,0,0,0,0,4,2006,213490
1021,20,60.0,7024,4,5,2005,2005,0.0,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2005.0,2,451,252,64,0,0,0,0,0,6,2008,176000
1022,20,64.0,7406,7,5,2006,2006,84.0,684,0,515,1199,1220,0,0,1220,1,0,2,0,2,1,6,0,2006.0,2,632,105,54,0,0,0,0,0,7,2006,194000
1026,20,70.0,7700,5,5,1972,1972,0.0,138,468,276,882,882,0,0,882,1,0,1,0,3,1,5,0,1980.0,2,461,96,0,0,0,0,0,0,3,2007,112500
1029,50,79.0,9492,5,5,1941,1950,0.0,368,41,359,768,968,408,0,1376,1,0,1,0,3,1,6,1,1941.0,1,240,0,0,0,0,0,0,0,4,2007,105000
1039,160,21.0,1533,4,6,1970,2008,0.0,0,0,546,546,798,546,0,1344,0,0,1,1,3,1,6,1,,0,0,0,0,0,0,0,0,0,5,2009,97000
1045,20,80.0,9600,8,5,1981,1981,0.0,1104,0,1420,2524,2524,0,0,2524,1,0,2,1,4,1,9,1,1981.0,2,542,474,120,0,0,0,0,0,7,2009,278000
1046,20,,13680,3,5,1955,1955,0.0,0,0,0,0,1733,0,0,1733,0,0,2,0,4,1,8,1,1955.0,2,452,0,0,0,0,0,0,0,6,2009,139600
1052,20,103.0,11175,7,5,2007,2007,0.0,0,0,1316,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2007.0,2,440,0,20,0,0,0,0,0,10,2007,200141
1057,120,43.0,7052,7,5,2005,2005,240.0,659,0,705,1364,1364,0,0,1364,1,0,2,0,2,1,6,1,2005.0,2,484,192,36,0,0,0,0,0,6,2006,185850
1060,50,,11275,6,7,1932,1950,480.0,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,1977.0,2,432,0,0,19,0,0,0,0,3,2007,220000
1061,120,41.0,4920,8,5,2001,2001,0.0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2001.0,2,582,0,0,170,0,0,0,0,4,2010,213500
1065,20,,11000,5,6,1966,1966,200.0,740,230,184,1154,1154,0,0,1154,0,0,1,1,3,1,6,1,1966.0,2,480,0,58,0,0,0,0,0,11,2009,154000
1072,60,78.0,11700,6,6,1968,1968,0.0,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,1968.0,2,441,0,0,0,0,0,0,0,5,2009,154000
1077,50,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,1950.0,2,566,436,21,0,0,0,0,500,4,2006,170000
1083,20,70.0,8749,7,5,2002,2002,100.0,0,0,1459,1459,1459,0,0,1459,0,0,2,0,3,1,6,1,2002.0,2,527,192,39,0,0,0,0,0,9,2007,192000
1087,160,,1974,4,5,1973,1973,0.0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1973.0,1,286,120,96,0,0,0,0,0,5,2010,83500
1096,20,78.0,9317,6,5,2006,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2006.0,2,440,0,22,0,0,0,0,0,3,2007,176432
1105,160,24.0,2016,5,5,1970,1970,304.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1970.0,2,440,0,0,0,0,0,0,0,4,2007,106000
1110,20,107.0,11362,8,5,2004,2005,42.0,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,2004.0,3,862,125,185,0,0,0,0,0,3,2009,280000
1123,20,,8926,4,3,1956,1956,0.0,0,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,1956.0,1,288,64,0,0,0,160,0,0,10,2009,112000
1124,20,50.0,9405,5,9,1947,2008,0.0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,,0,0,0,200,0,0,0,0,0,6,2009,118000
1127,120,53.0,3684,7,5,2007,2007,130.0,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2007.0,3,660,143,20,0,0,0,0,0,6,2009,174000
1130,90,60.0,7200,5,5,1980,1980,180.0,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,1980.0,2,672,49,0,0,0,0,0,0,8,2007,140000
1131,50,65.0,7804,4,3,1928,1950,0.0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,1981.0,2,576,431,44,0,0,0,0,0,12,2009,135000
1136,30,60.0,6180,6,5,1926,1950,0.0,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,1926.0,1,180,0,128,0,0,0,0,0,5,2007,102000
1137,50,80.0,9600,6,5,1950,1950,0.0,280,0,752,1032,1032,220,0,1252,0,0,1,0,3,1,6,0,1950.0,1,288,0,0,96,0,0,0,0,4,2008,119000
1144,20,,9000,5,3,1959,1959,0.0,288,0,718,1006,1006,0,0,1006,0,0,1,0,3,1,5,0,,0,0,0,24,0,0,0,0,0,7,2008,80000
1148,70,75.0,12000,7,7,1941,1950,0.0,275,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,1941.0,1,234,0,0,0,0,0,0,0,7,2009,174500
1153,20,90.0,14115,6,7,1956,2004,0.0,296,547,230,1073,1811,0,0,1811,0,0,1,0,2,1,6,1,1956.0,2,470,0,0,280,0,0,0,0,7,2006,230000
1154,30,,5890,6,8,1930,2007,0.0,538,0,278,816,816,0,0,816,0,0,1,0,2,1,5,0,2002.0,1,432,0,0,96,0,0,0,0,6,2008,120500
1155,60,,13700,7,6,1965,1988,288.0,454,0,410,864,902,918,0,1820,0,0,1,2,4,1,8,2,1965.0,2,492,60,84,0,0,273,0,0,5,2008,201800
1159,20,92.0,11932,8,5,2007,2008,186.0,0,0,1580,1580,1580,0,0,1580,0,0,2,0,3,1,7,0,2008.0,3,830,0,24,0,0,0,0,0,6,2008,235128
1163,20,109.0,8724,5,5,1968,1968,0.0,492,0,402,894,894,0,0,894,0,0,1,0,3,1,5,1,1968.0,2,450,0,0,0,0,0,0,0,5,2007,129000
1172,20,76.0,9120,6,6,1958,1958,0.0,662,0,599,1261,1261,0,0,1261,1,0,1,0,3,1,6,1,1958.0,2,433,0,0,0,0,288,0,1400,11,2008,163000
1181,60,,11170,7,5,1990,1991,0.0,1216,0,0,1216,1298,1216,0,2514,0,0,2,1,4,1,8,0,1990.0,2,693,0,0,0,0,0,0,0,4,2006,250000
1184,30,60.0,10800,5,6,1920,1950,0.0,821,0,299,1120,1130,0,0,1130,1,0,1,0,2,1,5,1,1970.0,2,720,229,0,0,0,0,0,0,6,2006,120000
1185,20,50.0,35133,5,4,1963,1963,226.0,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,1963.0,3,995,0,263,0,0,263,0,0,5,2007,186700
1187,190,107.0,10615,3,5,1900,1970,0.0,440,0,538,978,1014,685,0,1699,1,0,2,0,3,2,7,0,1920.0,2,420,0,74,0,0,0,0,0,8,2009,95000
1194,120,,4500,6,5,1999,1999,425.0,883,0,341,1224,1224,0,0,1224,1,0,2,0,2,1,5,0,1999.0,2,402,0,304,0,0,0,0,0,6,2009,165000
1195,60,80.0,9364,6,7,1969,1969,143.0,371,0,292,663,663,689,0,1352,0,0,1,1,4,1,7,0,1969.0,1,299,379,36,0,0,0,0,0,3,2010,158000
1208,20,70.0,9135,6,5,2003,2003,120.0,340,0,1342,1682,1700,0,0,1700,1,0,2,0,3,1,7,0,2003.0,2,544,192,23,0,0,0,0,0,5,2006,200000
1216,20,99.0,7094,5,5,1966,1966,0.0,180,374,340,894,894,0,0,894,0,0,1,0,3,1,5,0,1966.0,1,384,0,0,0,0,0,0,0,5,2007,125000
1218,20,72.0,8640,8,5,2009,2009,72.0,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2009.0,2,552,135,112,0,0,0,0,0,9,2009,229456
1224,20,89.0,10680,5,3,1951,1951,44.0,756,0,1380,2136,2136,0,0,2136,0,0,2,0,4,1,7,0,1951.0,2,528,0,30,0,0,0,0,0,10,2006,137900
1225,60,60.0,15384,7,5,2004,2005,0.0,724,0,64,788,788,702,0,1490,1,0,2,1,3,1,8,1,2004.0,2,388,100,75,0,0,0,0,0,2,2008,184000
1238,60,41.0,12393,7,5,2004,2005,0.0,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,0,0,9,2006,195000
1239,20,63.0,13072,6,5,2005,2005,0.0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2005.0,2,484,0,0,0,0,0,0,0,3,2006,142500
1242,20,83.0,9849,7,6,2007,2007,0.0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007.0,3,954,0,56,0,0,0,0,0,6,2007,248328
1246,80,78.0,12090,6,7,1984,2003,74.0,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,1984.0,2,477,268,112,0,0,147,0,0,1,2007,178000
1249,75,60.0,9600,6,5,1917,1950,0.0,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,1950.0,2,396,0,0,259,0,0,0,0,4,2008,129500
1252,120,,3136,7,5,2003,2003,163.0,0,0,1405,1405,1405,0,0,1405,0,0,2,0,2,1,6,1,2003.0,2,478,148,36,0,0,0,0,0,3,2006,171750
1254,60,,17542,7,7,1974,2003,0.0,125,1031,36,1192,1516,651,0,2167,1,0,2,1,3,1,9,2,1974.0,2,518,220,47,0,0,0,0,0,7,2007,294000
1255,60,60.0,6931,7,5,2003,2004,92.0,0,0,746,746,760,896,0,1656,0,0,2,1,3,1,7,1,2003.0,2,397,178,128,0,0,0,0,0,7,2008,165400
1257,20,91.0,14303,8,5,1994,1994,554.0,1314,0,672,1986,1987,0,0,1987,1,0,2,0,2,1,7,1,1994.0,2,691,262,36,0,0,0,0,0,8,2008,301500
1258,30,56.0,4060,5,8,1922,1950,0.0,0,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,,0,0,0,96,0,0,0,0,0,7,2009,99900
1262,20,80.0,9600,5,6,1956,1956,0.0,504,0,546,1050,1050,0,0,1050,0,0,1,0,2,1,5,0,1956.0,1,338,0,0,0,0,0,0,0,6,2009,128900
1265,120,34.0,4060,6,5,1998,1999,0.0,266,0,1139,1405,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,511,144,68,0,0,0,0,0,8,2008,181000
1267,190,60.0,10120,7,4,1910,1950,0.0,0,0,925,925,964,925,0,1889,0,0,1,1,4,2,9,1,1960.0,1,308,0,0,264,0,0,0,0,1,2007,122000
1268,20,89.0,13214,9,5,2008,2009,0.0,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,2009.0,3,746,144,76,0,0,0,0,0,5,2010,378500
1276,90,95.0,11345,5,5,1948,1950,567.0,220,0,708,928,928,992,0,1920,0,0,2,0,4,2,10,0,1948.0,2,400,0,0,0,0,0,0,0,7,2007,137000
1283,20,61.0,8800,5,7,1977,2008,0.0,532,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1977.0,2,484,0,0,0,0,288,0,0,9,2009,150500
1284,90,94.0,9400,6,5,1971,1971,0.0,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,,0,0,128,0,0,0,0,0,0,4,2010,139000
1289,120,40.0,5664,8,5,2000,2000,0.0,1158,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2000.0,2,499,212,59,0,0,0,0,0,10,2009,278000
1295,20,60.0,8172,5,7,1955,1990,0.0,167,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,1957.0,2,572,0,0,0,0,0,0,0,4,2006,115000
1297,20,80.0,8700,5,6,1963,1963,148.0,776,0,344,1120,1128,0,0,1128,1,0,2,0,3,1,6,0,1963.0,2,525,192,20,123,0,0,0,0,12,2008,155000
1298,180,35.0,3675,6,5,2005,2006,82.0,547,0,0,547,1072,0,0,1072,1,0,2,0,2,1,5,0,2005.0,2,525,0,44,0,0,0,0,0,6,2006,140000
1309,20,100.0,12000,5,7,1948,2005,0.0,144,608,172,924,1122,0,0,1122,1,0,1,0,2,1,6,0,1948.0,2,528,0,36,0,0,0,0,0,5,2008,147000
1319,20,,14781,8,5,2001,2002,178.0,0,0,1753,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,2001.0,3,748,198,150,0,0,0,0,0,8,2006,275000
1322,20,,6627,3,6,1949,1950,0.0,0,0,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1955.0,1,287,0,0,0,0,0,0,0,7,2008,72500
1329,50,60.0,10440,6,7,1920,1950,0.0,493,0,1017,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,1920.0,2,520,0,547,0,0,480,0,1150,6,2008,256000
1330,60,63.0,9084,7,5,1998,1998,0.0,0,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,1998.0,2,462,0,28,0,0,0,0,0,6,2006,176500
1333,20,67.0,8877,4,6,1938,1958,0.0,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1958.0,1,288,0,0,0,0,0,0,0,5,2009,100000
1338,30,153.0,4118,4,4,1941,1950,0.0,0,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,,0,0,0,20,0,0,0,0,0,3,2006,52500
1339,60,95.0,13450,7,5,2002,2002,0.0,700,0,216,916,920,941,0,1861,1,0,2,1,3,1,8,0,2002.0,2,492,146,91,0,0,0,0,0,6,2006,200000
1342,20,66.0,13695,6,5,2003,2004,0.0,814,0,300,1114,1114,0,0,1114,1,0,1,0,3,1,6,0,2004.0,2,576,0,78,0,0,0,0,0,7,2008,155000
1344,50,57.0,7558,6,6,1928,1950,0.0,0,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,1929.0,2,342,0,0,0,0,0,0,0,3,2009,177000
1349,20,,16196,7,5,1998,1998,0.0,1443,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,1998.0,2,514,402,25,0,0,0,0,0,8,2007,215000
1352,60,70.0,9247,6,6,1962,1962,318.0,319,0,539,858,858,858,0,1716,0,0,1,1,4,1,8,1,1962.0,2,490,0,84,0,0,120,0,0,3,2008,171000
1364,60,73.0,8499,6,5,2006,2007,0.0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007.0,2,432,0,36,0,0,0,0,0,3,2007,156932
1370,20,48.0,10635,8,5,2003,2003,171.0,370,972,315,1657,1668,0,0,1668,1,0,2,0,3,1,8,1,2003.0,2,502,0,262,0,0,0,0,0,5,2010,232000
1373,60,75.0,9750,7,6,1998,1998,0.0,975,0,133,1108,1108,989,0,2097,1,0,2,1,3,1,8,1,1998.0,2,583,253,170,0,0,0,0,0,6,2006,274300
1374,20,,11400,10,5,2001,2002,705.0,1282,0,1351,2633,2633,0,0,2633,1,0,2,1,2,1,8,2,2001.0,3,804,314,140,0,0,0,0,0,3,2007,466500
1375,60,85.0,10625,7,5,2005,2005,0.0,0,0,1026,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,2005.0,3,936,154,210,0,0,0,0,0,7,2008,250000
1378,50,60.0,10998,5,5,1941,1960,0.0,408,420,156,984,984,620,0,1604,0,0,2,0,3,1,6,0,1977.0,2,660,0,68,0,0,0,0,0,7,2009,117000
1379,160,21.0,1953,6,5,1973,1973,408.0,309,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1973.0,1,264,72,0,0,0,0,0,0,6,2006,83000
1381,30,45.0,8212,3,3,1914,1950,0.0,203,0,661,864,864,0,0,864,1,0,1,0,2,1,5,0,1938.0,1,200,0,0,96,0,0,0,0,6,2010,58500
1382,20,,12925,6,7,1970,1970,0.0,865,0,340,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,1970.0,2,550,0,42,0,0,0,0,0,5,2008,237500
1387,60,80.0,16692,7,5,1978,1978,184.0,790,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,1978.0,2,564,0,112,0,0,440,519,2000,7,2006,250000
1391,20,70.0,9100,7,5,2000,2000,244.0,1400,0,125,1525,1525,0,0,1525,1,0,2,0,3,1,6,0,2000.0,2,541,219,36,0,0,0,0,0,9,2006,235000
1394,190,60.0,10800,6,7,1905,2000,0.0,0,0,482,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2003.0,2,672,0,25,212,0,0,0,0,4,2008,163000
1397,20,,57200,5,5,1948,1950,0.0,353,334,60,747,1687,0,0,1687,1,0,1,0,3,1,7,2,1966.0,2,572,0,0,50,0,0,0,0,6,2010,160000
1405,50,60.0,10410,3,4,1915,1950,0.0,0,0,672,672,694,520,0,1214,0,0,1,0,3,1,6,0,1998.0,3,936,216,0,160,0,0,0,0,1,2006,105000
1417,190,60.0,11340,4,6,1885,1950,0.0,0,0,777,777,1246,1044,0,2290,0,0,2,0,4,2,11,0,1971.0,2,560,0,0,114,0,0,0,0,4,2010,122500
1420,20,,16381,6,5,1969,1969,312.0,1110,0,734,1844,1844,0,0,1844,1,0,2,0,3,1,7,1,1969.0,2,540,0,73,216,0,0,0,0,12,2006,223000
1423,120,37.0,4435,6,5,2003,2003,170.0,686,0,162,848,848,0,0,848,1,0,1,0,1,1,3,0,2003.0,2,420,140,0,0,0,0,0,0,3,2008,136500
1424,80,,19690,6,7,1966,1966,0.0,0,0,697,697,1575,626,0,2201,0,0,2,0,4,1,8,1,1966.0,2,432,586,236,0,0,0,738,0,8,2006,274970
1434,60,93.0,10261,6,5,2000,2000,318.0,0,0,936,936,962,830,0,1792,1,0,2,1,3,1,8,1,2000.0,2,451,0,0,0,0,0,0,0,5,2008,186500
1435,20,80.0,17400,5,5,1977,1977,0.0,936,0,190,1126,1126,0,0,1126,1,0,2,0,3,1,5,1,1977.0,2,484,295,41,0,0,0,0,0,5,2006,160000
1438,20,96.0,12444,8,5,2008,2008,426.0,1336,0,596,1932,1932,0,0,1932,1,0,2,0,2,1,7,1,2008.0,3,774,0,66,0,304,0,0,0,11,2008,394617
1442,120,,4426,6,5,2004,2004,147.0,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,149,0,0,0,0,0,0,5,2008,149300
1447,20,,26142,5,7,1962,1962,189.0,593,0,595,1188,1188,0,0,1188,0,0,1,0,3,1,6,0,1962.0,1,312,261,39,0,0,0,0,0,4,2010,157900
1458,70,66.0,9042,7,9,1941,2006,0.0,275,0,877,1152,1188,1152,0,2340,0,0,2,0,4,1,9,2,1941.0,1,252,0,60,0,0,0,0,2500,5,2010,266500
